C1 CAP  100nF 
C13 CAP 100nF
C14 CAP 100nF
C15 CAP 100nF
C16 CAP 100nF
C17 CAP 100nF
C18 CAP 100nF
C19 CAP 100nF
C20 CAP 100nF
C21 CAP 100nF
C22 CAP 100nF
C23 CAP 100nF
C24 CAP 100nF
C52 CAP 1µF
C54 CAP 1µF
R20 RES 150Ω
R22 RES 1.1kΩ
R26 RES 220Ω
R27 RES 220Ω 
R28 RES 150Ω
R30 RES 50Ω
R32 RES 1.1kΩ
R37 RES 220Ω
R38 RES 220Ω
